Index,Time Start,Time End,Dispersion Constant,Dispersion Error,Burst/Survey,Electric/Magnetic,Notes
943,44142.95473,44142.95478,584.4922788, ±24.176 ,Burst,Magnetic, 
944,44142.94972,44142.94973,567.451608, ±23.821 ,Burst,Electric, 
944,44142.94972,44142.94975,619.5846867, ±24.891 ,Burst,Magnetic, 
945,44142.94973,44142.94976,548.782457, ±23.426 ,Burst,Electric, 
945,44142.94973,44142.94976,616.5283361, ±24.830 ,Burst,Magnetic, 
946,44142.95068,44142.95073,680.3988473, ±26.084 ,Burst,Magnetic, 
947,44142.95163,44142.95164,588.9226027, ±24.268 ,Burst,Electric,"Not really sure as there are only 2 points of data to use
"
947,44142.95163,44142.95164,695.6994809, ±26.376 ,Burst,Magnetic,"Not really sure as there are only 2 points of data to use
"
948,44142.95235,44142.95236,634.8397782, ±25.196 ,Burst,Electric, 
948,44142.95235,44142.95236,617.3201983, ±24.846 ,Burst,Magnetic, 
949,44142.95328,44142.9533,614.9895698, ±24.799 ,Burst,Electric, 
949,44142.95328,44142.9533,595.4969935, ±24.403 ,Burst,Magnetic, 
950,44142.95332,44142.95336,840.9127933, ±28.998 ,Burst,Magnetic, 
951,44142.95346,44142.9535,688.117258, ±26.232 ,Burst,Electric, 
951,44142.95346,44142.9535,708.9349069, ±26.626 ,Burst,Magnetic, 
952,44195.95008,44195.95013,618.8300675, ±24.876 ,Burst,Electric,"Well defined, good shape
"
952,44195.95008,44195.95013,684.470258, ±26.162 ,Burst,Magnetic,"Well defined, good shape
"
953,44195.94995,44195.95,489.4255746, ±22.123 ,Burst,Electric, 
954,44195.94924,44195.94928,634.191539, ±25.183 ,Burst,Electric, 
954,44195.94924,44195.94927,571.0641349, ±23.897 ,Burst,Magnetic, 
955,44195.94921,44195.94925,528.4851582, ±22.989 ,Burst,Electric, 
955,44195.94921,44195.94925,496.0065717, ±22.271 ,Burst,Magnetic, 
956,44195.94878,44195.94881,676.6084335, ±26.012 ,Burst,Magnetic, 
957,44195.94848,44195.94852,538.1518998, ±23.198 ,Burst,Electric, 
957,44195.94848,44195.9485,475.5180028, ±21.806 ,Burst,Magnetic, 
958,44195.94838,44195.94843,856.0431078, ±29.258 ,Burst,Electric, 
958,44195.94838,44195.94841,823.6455104, ±28.699 ,Burst,Magnetic, 
959,43878.72855,43878.7286,907.3239068, ±30.122 ,Burst,Magnetic, 
960,43878.7291,43878.72913,960.8087413, ±30.997 ,Burst,Magnetic, 
961,42821.3962,42821.39623,570.1250346, ±23.877 ,Burst,Magnetic,"This has some whistlers, just with such low contrast to the background I'm only able to pick out a few.
"
962,42821.39627,42821.3963,669.0588158, ±25.866 ,Burst,Magnetic, 
963,43931.55663,43931.5567,1594.334242, ±39.929 ,Burst,Electric,"I'd trust the magnetic over electric
"
963,43931.55663,43931.55669,1271.972368, ±35.665 ,Burst,Magnetic,"I'd trust the magnetic over electric
"
964,43931.55689,43931.55698,2159.938407, ±46.475 ,Burst,Electric, 
964,43931.55689,43931.55698,2202.308206, ±46.929 ,Burst,Magnetic, 
965,43931.55714,43931.55725,3225.22288, ±56.791 ,Burst,Magnetic, 
966,44037.10157,44037.10164,995.5973826, ±31.553 ,Burst,Electric, 
966,44037.10157,44037.10166,1044.076664, ±32.312 ,Burst,Magnetic, 
967,44037.10441,44037.1045,2160.251946, ±46.479 ,Burst,Electric, 
967,44037.10441,44037.1045,2278.028938, ±47.729 ,Burst,Magnetic, 
968,44037.10551,44037.10557,1020.169395, ±31.940 ,Burst,Electric, 
968,44037.10551,44037.10557,1004.520774, ±31.694 ,Burst,Magnetic, 
969,44037.10679,44037.10689,1054.153614, ±32.468 ,Burst,Electric, 
969,44037.10679,44037.10688,981.4484695, ±31.328 ,Burst,Magnetic, 
970,44037.10707,44037.10712,1969.566644, ±44.380 ,Burst,Electric, 
970,44037.10707,44037.10714,1891.974414, ±43.497 ,Burst,Magnetic, 
971,44037.10728,44037.10731,1250.095023, ±35.357 ,Burst,Electric, 
971,44037.10728,44037.10731,1469.178641, ±38.330 ,Burst,Magnetic, 
972,44037.10731,44037.10738,2752.147128, ±52.461 ,Burst,Electric, 
973,44037.10781,44037.10788,1074.347507, ±32.777 ,Burst,Electric, 
973,44037.10781,44037.10787,1006.063037, ±31.718 ,Burst,Magnetic, 
974,44037.10787,44037.10787,36.49648739, ±6.041 ,Burst,Electric,"Check for double counting, but this is kinda unique. High frequency and right inside a long dispersion one
"
974,44037.10787,44037.10787,35.17455089, ±5.931 ,Burst,Magnetic,"Check for double counting, but this is kinda unique. High frequency and right inside a long dispersion one
"
975,44037.10795,44037.108,547.0368887, ±23.389 ,Burst,Electric, 
975,44037.10795,44037.108,472.3473107, ±21.734 ,Burst,Magnetic, 
976,44037.1081,44037.10818,1074.539892, ±32.780 ,Burst,Electric, 
976,44037.1081,44037.10818,1075.635521, ±32.797 ,Burst,Magnetic, 
977,44037.10185,44037.10191,2106.342214, ±45.895 ,Burst,Electric, 
978,44037.10838,44037.1085,2225.895567, ±47.179 ,Burst,Electric, 
978,44037.10838,44037.10848,2126.53403, ±46.114 ,Burst,Magnetic, 
979,44037.10867,44037.10878,3512.671052, ±59.268 ,Burst,Electric, 
979,44037.10868,44037.10877,3371.427507, ±58.064 ,Burst,Magnetic, 
980,44037.10881,44037.10887,1088.575618, ±32.994 ,Burst,Electric, 
980,44037.10881,44037.10885,1108.918134, ±33.300 ,Burst,Magnetic, 
981,44037.10892,44037.10906,4492.851501, ±67.029 ,Burst,Electric, 
981,44037.10892,44037.10907,4821.305156, ±69.436 ,Burst,Magnetic, 
982,44037.1102,44037.11025,993.6789484, ±31.523 ,Burst,Electric, 
982,44037.11019,44037.11025,1034.89395, ±32.170 ,Burst,Magnetic, 
983,44037.11228,44037.11238,1077.589348, ±32.827 ,Burst,Electric,"Bit of a gap between this one and the previous, especially considering whistler density before and after
"
983,44037.11228,44037.11238,1080.333858, ±32.868 ,Burst,Magnetic,"Bit of a gap between this one and the previous, especially considering whistler density before and after
"
984,44037.11255,44037.11269,2096.03019, ±45.782 ,Burst,Electric, 
984,44037.11255,44037.11267,2215.088442, ±47.065 ,Burst,Magnetic, 
985,44037.11275,44037.11285,1078.020496, ±32.833 ,Burst,Electric, 
985,44037.11277,44037.11285,1081.858898, ±32.892 ,Burst,Magnetic, 
986,44037.11281,44037.11287,1038.591927, ±32.227 ,Burst,Electric, 
986,44037.11281,44037.11289,1041.327428, ±32.270 ,Burst,Magnetic, 
987,44037.11284,44037.11297,3200.258483, ±56.571 ,Burst,Electric, 
987,44037.11284,44037.11299,3095.708069, ±55.639 ,Burst,Magnetic, 
988,44037.1024,44037.10244,1113.103304, ±33.363 ,Burst,Electric, 
989,44037.11302,44037.11316,2322.640424, ±48.194 ,Burst,Electric, 
989,44037.11302,44037.11316,2076.609604, ±45.570 ,Burst,Magnetic, 
990,44037.11384,44037.11391,1132.869868, ±33.658 ,Burst,Electric, 
990,44037.11384,44037.11391,1043.020909, ±32.296 ,Burst,Magnetic, 
991,44037.11551,44037.11556,1106.625694, ±33.266 ,Burst,Electric, 
991,44037.1155,44037.11556,1018.381806, ±31.912 ,Burst,Magnetic, 
992,44037.11682,44037.1169,1160.677145, ±34.069 ,Burst,Electric, 
992,44037.11682,44037.11689,1117.087986, ±33.423 ,Burst,Magnetic, 
993,44037.11749,44037.11756,1045.572945, ±32.335 ,Burst,Electric, 
993,44037.11749,44037.11756,1108.283432, ±33.291 ,Burst,Magnetic, 
994,44037.11959,44037.11966,1217.50783, ±34.893 ,Burst,Electric, 
994,44037.11959,44037.11968,1202.593295, ±34.678 ,Burst,Magnetic, 
995,44037.12189,44037.12197,1383.466509, ±37.195 ,Burst,Electric, 
995,44037.12189,44037.12196,1242.744947, ±35.253 ,Burst,Magnetic, 
996,44037.12323,44037.12331,1157.158775, ±34.017 ,Burst,Electric, 
996,44037.12324,44037.12331,1200.199718, ±34.644 ,Burst,Magnetic, 
997,44037.12547,44037.12553,1030.218757, ±32.097 ,Burst,Electric, 
998,44037.12796,44037.12804,2611.816634, ±51.106 ,Burst,Electric, 
999,44037.1024,44037.10248,971.5684739, ±31.170 ,Burst,Electric, 
999,44037.10241,44037.10247,980.2141517, ±31.308 ,Burst,Magnetic, 
1000,44037.09551,44037.09556,852.6764907, ±29.201 ,Burst,Electric, 
1000,44037.09551,44037.09556,864.9651187, ±29.410 ,Burst,Magnetic, 
1001,44037.09579,44037.09583,2424.538222, ±49.240 ,Burst,Electric,"Really faint
"
1002,44037.10267,44037.10278,2093.20815, ±45.752 ,Burst,Electric, 
1002,44037.10269,44037.10278,2229.146958, ±47.214 ,Burst,Magnetic, 
1003,44037.10293,44037.10306,3508.851138, ±59.236 ,Burst,Electric,"Magnetic component is really weak
"
1003,44037.10293,44037.10303,3289.749864, ±57.356 ,Burst,Magnetic,"Magnetic component is really weak
"
1004,44037.10321,44037.1033,4215.221265, ±64.925 ,Burst,Electric, 
1005,44037.10346,44037.10352,929.301919, ±30.484 ,Burst,Electric, 
1006,44037.10414,44037.10421,1075.317475, ±32.792 ,Burst,Electric, 
1006,44037.10414,44037.1042,964.9347735, ±31.063 ,Burst,Magnetic, 
1007,43772.8945,43772.89456,605.0557351, ±24.598 ,Burst,Electric, 
1007,43772.8945,43772.89455,602.1203836, ±24.538 ,Burst,Magnetic, 
1008,43772.89676,43772.89679,674.5567375, ±25.972 ,Burst,Electric, 
1008,43772.89675,43772.89679,651.0220696, ±25.515 ,Burst,Magnetic, 
1009,43772.897,43772.89707,658.2815774, ±25.657 ,Burst,Electric, 
1009,43772.897,43772.89707,651.303483, ±25.521 ,Burst,Magnetic, 
1010,43772.89729,43772.89736,1991.392293, ±44.625 ,Burst,Electric, 
1011,43772.89766,43772.89769,521.8316881, ±22.844 ,Burst,Electric, 
1011,43772.89766,43772.8977,569.2035213, ±23.858 ,Burst,Magnetic, 
1012,43772.89792,43772.898,652.6177482, ±25.546 ,Burst,Electric, 
1012,43772.89793,43772.89799,733.4586439, ±27.082 ,Burst,Magnetic, 
1013,43772.89457,43772.89461,577.6124224, ±24.034 ,Burst,Electric, 
1013,43772.89457,43772.89462,626.443188, ±25.029 ,Burst,Magnetic, 
1014,43772.89477,43772.89486,2367.175214, ±48.654 ,Burst,Electric, 
1015,43772.89488,43772.89494,1841.69745, ±42.915 ,Burst,Electric, 
1016,43772.89509,43772.89514,546.5370349, ±23.378 ,Burst,Electric, 
1017,43772.8956,43772.89571,1188.928096, ±34.481 ,Burst,Electric, 
1017,43772.8956,43772.89567,1347.258483, ±36.705 ,Burst,Magnetic, 
1018,43772.89567,43772.89572,668.4394631, ±25.854 ,Burst,Electric,"Note this whistler overlaps another with a much different dispersion constant
"
1018,43772.89568,43772.89572,740.2423007, ±27.207 ,Burst,Magnetic,"Note this whistler overlaps another with a much different dispersion constant
"
1019,43772.89638,43772.89645,1451.159461, ±38.094 ,Burst,Electric, 
1020,43772.8967,43772.89676,663.9149931, ±25.767 ,Burst,Electric, 
1020,43772.8967,43772.89674,664.9242829, ±25.786 ,Burst,Magnetic, 
1021,44037.11172,44037.11181,983.1371915, ±31.355 ,Survey,Magnetic, 
1022,44037.11556,44037.11559,994.0947538, ±31.529 ,Survey,Electric, 
1022,44037.11554,44037.1156,977.1485453, ±31.259 ,Survey,Magnetic, 
1023,44037.11755,44037.11759,1212.561902, ±34.822 ,Survey,Magnetic, 
1024,43931.55932,43931.55939,289.0208477, ±17.001 ,Survey,Magnetic,
1025,44142.95199,44142.95209,746.1796997, ±27.316 ,Survey,Magnetic,
1026,43825.56699,43825.56703,418.4921511, ±20.457 ,Survey,Electric,
1026,43825.56699,43825.56705,524.1629355, ±22.895 ,Survey,Magnetic,
1027,43825.56769,43825.56773,412.3827911, ±20.307 ,Survey,Electric,
1027,43825.56769,43825.56772,442.3815393, ±21.033 ,Survey,Magnetic,
1028,43825.56787,43825.56791,463.9418043, ±21.539 ,Survey,Electric,
